tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy,pg_vacancy,n1_vacancy,n2_vacancy,k1_vacancy,k2_vacancy,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
"na","ST0202","PCF Sparkletots Preschool @ Toa Payoh East Blk 6 (EY)","ST","PAP Community Foundation","EYC-DS","62558297","TT.EY.6@pcf.org.sg","6,LORONG 7 TOA PAYOH,#01-181,TOA PAYOH COURT,310006","310006","na","na","More than 1 Year","Immediate","Immediate","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-08-27","na"
"na","ST0367","PCF Sparkletots Preschool @ Punggol Shore Blk 663A (DS)","ST","PAP Community Foundation","DS","63153800","PN.DS.663A@pcf.org.sg","663A,Punggol Drive,#01-260,821663","821663","na","na","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","na","Anchor Operator Scheme","No","No","Yes","Yes","2020-08-27","na"
"na","ST0359","PCF Sparkletots Preschool @ Punggol Shore Blk 174D (KN)","ST","PAP Community Foundation","KN","63866497","PN.KN.174D@pcf.org.sg","174D,Edgedale Plains,#01-193,824174","824174","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Tamil","Yes","08:00-17:00","na","Anchor Operator Scheme","No","No","Yes","Yes","2020-08-27","na"
"na","ST0118","PCF Sparkletots Preschool @ Punggol Shore Blk 172B (CC)","ST","PAP Community Foundation","CC","63124979","PN.CC.172B@pcf.org.sg","172B,EDGEDALE PLAINS,#01-486,822172","822172","na","Within 1 Year","Within 1 Year","Within 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-08-27","na"
"na","ST0357","PCF Sparkletots Preschool @ Punggol Shore Blk 171C (KN)","ST","PAP Community Foundation","KN","63438409","PN.KN.171C@pcf.org.sg","171C,Edgedale Plains,#01-438,823171","823171","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Tamil","Yes","08:00-17:00","na","Anchor Operator Scheme","No","No","Yes","Yes","2020-08-27","na"
"na","ST0358","PCF Sparkletots Preschool @ Punggol Shore Blk 105D (KN)","ST","PAP Community Foundation","KN","63154294","PN.KN.105D@pcf.org.sg","105D,Edgefield Plains,#01-59,824105","824105","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Tamil","Yes","08:00-17:00","na","Anchor Operator Scheme","No","No","Yes","Yes","2020-08-27","na"
"na","ST0121","PCF SPARKLETOTS PRESCHOOL @ MARSILING BLK 12 (CC)","ST","PAP Community Foundation","CC","62699308","MS.CC.12@pcf.org.sg","12,MARSILING LANE,#01-23,730012","730012","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-08-26","na"
"na","PT9448","MAPLEBEAR LEARNING HOUSE PTE LTD","PT","Private Operators","CC","63825401","kovan@maplebear.sg","45,JALAN SONGKET,CHARLTON PARK,537416","537416","maplebear.sg/kovan","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-08-26","na"
"na","PT9749","MAPLEBEAR LEARNING POINT PTE LTD","PT","Private Operators","CC","63151443","sengkang@maplebear.sg","2,ST. ANNE'S WOOD,545270","545270","maplebear.sg/sengkang","na","na","na","na","na","na","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-08-26","na"
"na","PT9345","SPRING BRAINY KIDZ (SIMS) PTE LTD","PT","Private Operators","CC","65471368","SPRINGBRAINYKIDZ@GMAIL.COM","110,LORONG 23 GEYLANG,#01-05,VICTORY CENTRE,388410","388410","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","No","2020-08-26","na"
"na","PT8529","STAR LEARNERS @ PASIR RIS PTE. LTD.","PT","Private Operators","CC","62500173","mengwei.tan@starlearners.com.sg","76,PASIR RIS HEIGHTS,PASIR RIS BEACH PARK,519282","519282","na","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-08-24","na"
"na","PT9540","STAR LEARNERS @ CCK CENTRAL PTE LTD","PT","Private Operators","CC","62500173","MENGWEI.TAN@STARLEARNERS.COM.SG","229,CHOA CHU KANG CENTRAL,#01-139,680229","680229","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","na","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-08-24","na"
"na","PT9498","Star Learners @ Telok Blangah Pte Ltd","PT","Private Operators","CC","62500173","mengwei.tan@starlearners.com.sg","78B,TELOK BLANGAH STREET 32,#02-16,102078","102078","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","na","na","No","No","Yes","Yes","2020-08-24","na"
"na","PT8783","STAR LEARNERS @ BISHAN PTE. LTD.","PT","Private Operators","CC","62500173","mengwei.tan@starlearners.com.sg","114,BISHAN STREET 12,#01-96,BISHAN VIEW,570114","570114","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","No","2020-08-24","na"
"na","PT8767","STAR LEARNERS @ BISHAN CENTRAL PTE. LTD.","PT","Private Operators","CC","62500173","mengwei.tan@starlearners.com.sg","510,BISHAN STREET 13,#03-02,570510","570510","na","na","More than 1 Year","Within 1 Year","Within 1 Year","More than 1 Year","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","na","Partner Operator Scheme","No","No","Yes","Yes","2020-08-24","na"
"na","PT8497","STAR LEARNERS @ SEMBAWANG PTE. LTD.","PT","Private Operators","CC","62500173","mengwei.tan@starlearners.com.sg","587,SEMBAWANG PLACE,GOLDWOOD GARDENS,758440","758440","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-08-24","na"
"na","RC1865","JAMIYAH KINDERGARTEN","RC","Not-for-Profit Organisation","KN","82926148","jk@jamiyah.org.sg","31,LORONG 12 GEYLANG,#03JAMIYAH,399006","399006","na","na","na","na","na","na","na","na","na","Yes","08:05-17:30","na","na","No","No","Yes","Yes","2020-08-24","na"
"na","PT9621","Brainy Bunch International Montessori, Pasir Ris Branch","PT","Private Operators","KN","97415166","murni@brainybunch.com","273,PASIR RIS STREET 21,#01-498,510237","510237","na","na","na","na","na","na","na","Halal Food With No Beef (with Certification from MUIS)","Malay|Others: Arabic","No","07:30-17:30","na","na","No","Yes","Yes","No","2020-08-21","na"
"na","PT9068","ESHKOL VALLEY @ NORTHSTAR PTE. LTD.","PT","Private Operators","CC","65700809","eshkolvalley.stefanie@gmail.com","7030,ANG MO KIO AVENUE 5,#01-41,NORTHSTAR @ AMK,569880","569880","na","More than 1 Year","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-08-21","na"
"na","PT8629","CAMBRIDGE @ SERANGOON GARDENS PTE. LTD.","PT","Private Operators","CC","62828455","irene_wong@cambridge.school","22,KENSINGTON PARK ROAD,557271","557271","Cambridge Preschool","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","Yes","Yes","Yes","2020-08-21","na"
"na","ST0106","PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 15 (CC)","ST","PAP Community Foundation","CC","67625650","UP.CC.15@pcf.org.sg","15,GHIM MOH ROAD,#01-25,270015","270015","na","Immediate","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-08-20","na"
"na","PT9111","ICHIBAN (NOBLE) CHILDCARE PTE. LTD.","PT","Private Operators","CC","67953158","ICHIBANYUNNANCHILDCARE@GMAIL.COM","8,YUNNAN WALK 2,638139","638139","na","na","na","na","na","na","na","Halal Food With No Beef (with Certification from MUIS)","na","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-08-20","na"
"na","PT9186","CARPE DIEM ACE LEARNERS PTE. LTD.","PT","Private Operators","CC","62505919","BB3@CARPEDIEM.COM.SG","2,BUKIT BATOK STREET 23,#01-12,BUKIT BATOK CONNECTION ,659554","659554","na","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-08-17","na"
"na","ST0084","PCF SPARKLETOTS PRESCHOOL @ KEMBANGAN CHAI CHEE BLK 341 (CC)","ST","PAP Community Foundation","CC","67441291","KU.CC.341@pcf.org.sg","341,UBI AVENUE 1,#01-915,400341","400341","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-08-14","na"
"na","PT9410","MINDCHAMPS PRESCHOOL@ONE RAFFLES PLACE PTE.LTD","PT","Private Operators","CC","68025838","PARIMALAFAKIRSAMY@MINDCHAMPS.ORG","1,RAFFLES PLACE,#06-00,ONE RAFFLES PLACE,048616","048616","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","Halal Food With No Beef (with Certification from MUIS)","na","No","07:30-19:30","na","na","No","No","Yes","Yes","2020-08-14","na"
"na","PT9303","KIDDIWINKIE SCHOOLHOUSE @ GRANDSTAND PTE. LTD.","PT","Private Operators","CC","62858826","sajeeda.othman@kiddiwinkie.com.sg","18,SOMMERVILLE WALK,358187","358187","www.kiddiwinkie.com.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-08-14","na"
"na","PT9135","MLC (YISHUN) PTE. LTD.","PT","Private Operators","CC","67561669","admin849@mylittlecampus.com.sg","849,YISHUN RING ROAD,#02-3701,760849","760849","http://www.mylittlecampus.com.sg","na","More than 1 Year","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-08-14","na"
"na","PT9136","MLC (WELLINGTON) PTE. LTD.","PT","Private Operators","CC","68533089","admin511@mylittlecampus.com.sg","511,CANBERRA ROAD,#03-01,SEMBAWANG MART,750511","750511","http://www.mylittlecampus.com.sg","na","na","na","na","na","na","No Pork No Lard with Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-08-14","na"
"na","PT9137","MLC (SEMBAWANG) PTE. LTD.","PT","Private Operators","CC","67552278","admin406@mylittlecampus.com.sg","406,SEMBAWANG DRIVE,#01-828,750406","750406","http://www.mylittlecampus.com.sg/","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-08-14","na"
"na","PT9134","MLC (PASIR RIS) PTE. LTD","PT","Private Operators","CC","65824898","admin735@mylittlecampus.com.sg","735,PASIR RIS STREET 72,#02-344,PASIR RIS WEST PLAZA,510735","510735","http://www.mylittlecampus.com.sg","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-08-14","na"
"na","PT9138","MLC (CANBERRA) PTE. LTD.","PT","Private Operators","CC","67535332","admin482@mylittlecampus.com.sg","482,ADMIRALTY LINK,#01-01,750482","750482","http://www.mylittlecampus.com.sg","na","na","na","na","na","na","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-08-14","na"
"na","PT9139","MLC (BISHAN) PTE. LTD.","PT","Private Operators","CC","64559677","admin201@mylittlecampus.com.sg","201,BISHAN STREET 23,#01-467,570201","570201","http://www.mylittlecampus.com.sg","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-08-14","na"
"na","PT9320","CREATIVELAND CHILDCARE AND DEVELOPMENT CENTRE@CRESCENT PTE LTD","PT","Private Operators","CC","62192827","FREESIA14@GMAIL.COM","686D,CHOA CHU KANG CRESCENT,#01-260,684686","684686","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-08-12","na"
"na","WP1113","Little Seeds Preschool","WP","Workplace","CC","62546725","gilstead@sjck.org.sg","25,GILSTEAD ROAD,309070","309070","www.littleseeds.edu.sg","na","na","na","na","na","na","No Pork No Lard with Beef (from Non-Halal Sources)","Chinese","No","07:00-17:45","na","na","No","No","Yes","Yes","2020-08-11","na"
"na","PT9380","EILEEN'S EDUCATION HUB PTE LTD","PT","Private Operators","CC","63847747","KINDERLANDLOYANG@SINGNET.COM.SG","258,PASIR RIS STREET 21,#02-23,LOYANG POINT,510258","510258","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","na","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-08-05","na"
"na","PT9040","THE LITTLE CHAMPIONS (TLC) PTE. LTD.","PT","Private Operators","CC","67468589","JOAN@THELITTLECHAMPIONS.COM.SG","110,Lorong 23 Geylang,#01-11,Victory Centre,388410","388410","na","Immediate","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-08-05","na"
"na","PT9430","CHERRY KIDZ MONTESSORI CHILDCARE LLP","PT","Private Operators","CC","64811316","SALBIAHRUMLEE@GMAIL.COM","405,SEMBAWANG ROAD,PLATINA GARDENS,758385","758385","www.cherrykidzcc.com","na","Immediate","Immediate","Immediate","Immediate","Immediate","Halal Food With No Beef (with Certification from MUIS)","Chinese|Malay","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-08-03","na"
"na","PT9670","Sunflower Preschool @ West Terra Pte Ltd","PT","Private Operators","CC","91549660","dp-kamy@sunflowerkid.com","451B,BUKIT BATOK WEST AVENUE 6,WEST TERRA @ BUKIT BATOK,652451","652451","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-08-03","na"
"na","RC1877","St. James' Church Kindergarten","RC","Not-for-Profit Organisation","KN","62197246","leedon@sjck.org.sg","1,LEEDON ROAD,ST. JAMES CHURCH,267828","267828","www.sjck.org,sg","na","na","na","na","na","na","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","Yes","08:00-16:00","na","na","No","Yes","Yes","Yes","2020-07-30","na"
"na","RC1716","GLOBAL CHILD DEVELOPMENT CENTRE","RC","Not-for-Profit Organisation","CC","62699176","gcdc@jamiyah.org.sg","620,WOODLANDS DRIVE 52,#01-84,730620","730620","http://gcdc.jamiyah.org.sg/main.asp","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Tamil","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-07-30","na"
"na","RC1769","WHOLE CHILD NURTURE CENTRE","RC","Not-for-Profit Organisation","CC","62864298","PRINCIPALPRESCHOOL@KAMPUNGSENANG.ORG","430C,FERNVALE LINK,#01-243,793430","793430","na","Within 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","Vegetarian","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-07-28","na"
"na","PT9364","MAPLEBEAR LITTLE LIGHTHOUSE PTE LTD","PT","Private Operators","CC","97307010","sembawang@maplebear.sg","29,JALAN LENGKOK SEMBAWANG,SEMBAWANG PARK,759218","759218","na","na","More than 1 Year","Immediate","Within 1 Year","More than 1 Year","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-07-28","na"
"na","PT9323","STAR LEARNERS @ SIGLAP PTE. LTD.","PT","Private Operators","CC","62500173","MENGWEI.TAN@STARLEARNERS.COM.SG","94,DIDO STREET,OPERA ESTATE,459509","459509","na","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","na","Partner Operator Scheme","No","No","Yes","No","2020-07-28","na"
